tasks_completed_per_day,average_task_time_minutes,distance_travelled_km,payout_amount,customer_rating,login_hours_per_day,device_changes,location_changes,cancellation_rate,late_delivery_rate
98,3,216,7853,2.346971987204366,16,4,5,0.7245373612935403,0.5975215705338495
24,15,12,2934,4.31,6,1,0,0.09,0.16
36,38,51,2241,4.66,10,0,0,0.07,0.19
26,28,36,2007,3.73,5,1,0,0.02,0.17
11,36,37,2025,4.67,5,1,2,0.07,0.14
13,38,63,1487,4.14,6,0,1,0.13,0.05
5,33,24,1875,4.63,11,1,2,0.02,0.13
33,13,62,2053,3.84,11,1,2,0.14,0.1
12,12,79,2781,4.75,4,0,2,0.05,0.06
8,29,13,2523,4.35,9,0,1,0.01,0.16
39,15,26,2417,3.51,11,0,1,0.05,0.05
7,36,43,2368,4.28,10,1,2,0.02,0.13
11,32,15,2101,3.97,5,1,1,0.09,0.13
31,16,45,1799,3.59,4,1,2,0.05,0.07
5,23,48,1210,4.17,4,0,2,0.12,0.1
31,21,75,1976,3.97,9,1,0,0.11,0.04
20,25,17,2960,3.81,6,0,2,0.08,0.02
11,29,24,1541,4.02,11,1,2,0.09,0.02
27,17,72,571,3.77,9,1,2,0.1,0.05
15,32,74,2925,3.95,10,1,0,0.05,0.18
97,3,207,10427,1.053683819171835,16,4,9,0.4951204282149816,0.7702738032047709
21,22,19,1878,3.63,4,1,0,0.06,0.04
39,17,16,2317,4.87,5,1,1,0.02,0.18
9,34,21,2698,4.85,10,0,0,0.05,0.12
36,30,55,1603,4.74,10,1,1,0.09,0.03
7,29,41,1219,3.85,4,1,0,0.09,0.16
39,25,41,2515,4.59,6,1,2,0.03,0.11
18,13,70,2431,4.38,10,0,1,0.01,0.12
35,38,78,2677,3.58,4,1,0,0.02,0.13
35,25,70,1694,4.85,6,1,0,0.02,0.04
21,29,55,905,5.0,6,0,0,0.07,0.19
28,15,77,2445,4.56,5,0,1,0.06,0.07
27,36,64,1556,3.85,5,1,2,0.04,0.13
22,13,10,1035,4.33,9,0,0,0.04,0.17
18,25,76,2744,3.66,5,1,1,0.07,0.08
19,32,58,1569,3.95,7,0,1,0.02,0.13
19,32,34,773,4.58,5,1,2,0.04,0.2
10,30,25,2266,3.95,5,0,2,0.07,0.17
31,22,22,632,3.72,9,0,2,0.02,0.16
19,14,61,763,3.51,4,1,1,0.13,0.1
12,24,45,866,4.36,9,0,1,0.1,0.1
19,35,53,2552,4.95,11,0,2,0.06,0.11
7,17,56,2816,4.23,7,0,0,0.03,0.14
17,16,29,1350,3.82,7,0,2,0.04,0.05
38,23,27,2229,4.19,10,1,2,0.03,0.17
28,16,63,1944,4.4,4,1,2,0.03,0.02
36,31,21,1869,4.7,5,1,2,0.07,0.05
36,16,34,2448,4.18,9,1,0,0.04,0.11
34,32,69,2616,3.76,10,0,0,0.13,0.07
17,35,43,857,3.78,8,0,2,0.14,0.09
5,39,22,2211,4.85,6,1,1,0.11,0.08
38,27,47,1909,3.85,7,0,1,0.12,0.07
19,39,21,824,4.59,10,0,0,0.05,0.09
18,19,45,1250,3.9,4,0,2,0.1,0.11
33,27,37,755,4.58,10,0,1,0.02,0.11
38,23,48,2966,3.62,8,1,0,0.14,0.17
22,19,52,2758,3.81,6,0,0,0.1,0.08
11,16,40,1410,4.11,8,1,0,0.05,0.07
75,4,247,10586,1.3400223259761097,18,4,6,0.518442504877314,0.6442857431044691
35,35,51,1076,4.03,11,1,2,0.01,0.03
29,16,40,2713,4.36,4,1,0,0.06,0.04
92,2,288,8394,1.2399518953640714,18,3,6,0.5118343370404986,0.6915704194314429
12,14,65,2371,4.52,6,1,2,0.05,0.11
31,10,23,1652,4.27,11,1,0,0.1,0.03
6,23,23,2550,4.56,5,0,1,0.06,0.1
21,27,38,1394,4.15,5,0,1,0.06,0.09
18,22,59,2283,4.81,5,0,1,0.11,0.06
29,34,59,1593,4.07,4,1,2,0.14,0.09
34,17,72,2599,3.96,7,0,2,0.03,0.05
33,17,74,936,4.34,8,1,1,0.05,0.1
24,19,77,1521,4.26,4,1,2,0.08,0.09
25,26,20,2641,4.28,4,1,0,0.1,0.13
26,15,23,2633,4.69,8,1,0,0.08,0.19
39,24,12,1017,4.38,10,1,0,0.12,0.05
20,24,17,1241,4.83,6,1,2,0.12,0.1
21,34,52,2524,4.43,10,1,2,0.07,0.12
20,25,18,2977,3.53,8,0,2,0.02,0.12
6,17,28,1362,4.81,5,1,1,0.04,0.14
8,28,21,2541,4.76,6,1,0,0.08,0.07
25,29,36,542,3.57,11,0,1,0.14,0.13
38,24,67,2347,3.69,10,0,1,0.09,0.06
34,12,34,2233,4.33,4,0,0,0.08,0.04
10,15,54,903,3.56,8,0,2,0.11,0.17
21,39,57,1826,4.12,4,1,1,0.03,0.11
29,34,59,1705,4.96,10,0,1,0.03,0.09
9,17,53,2716,3.76,9,0,2,0.06,0.19
9,25,68,2750,3.81,4,1,2,0.15,0.15
24,24,42,2649,4.51,11,0,0,0.13,0.14
20,22,37,2099,3.57,8,0,1,0.11,0.05
13,35,27,2893,4.73,9,1,0,0.06,0.06
9,29,64,941,3.8,9,1,1,0.09,0.11
6,24,42,749,4.3,9,0,0,0.05,0.14
13,27,24,1377,3.87,4,1,0,0.1,0.09
26,22,70,2386,4.49,7,1,2,0.07,0.03
26,33,20,1803,4.38,7,1,1,0.03,0.14
26,17,45,2240,4.92,4,0,0,0.04,0.16
38,23,24,1612,4.17,6,0,2,0.1,0.19
33,37,62,2444,4.81,6,1,2,0.11,0.09
37,20,71,2398,4.36,11,1,2,0.02,0.07
22,15,57,2522,4.87,6,1,1,0.12,0.19
11,39,24,747,3.94,6,0,0,0.13,0.15
5,33,72,2638,4.32,7,0,1,0.11,0.03
37,34,52,1067,4.09,10,0,1,0.11,0.12
5,38,59,2369,3.6,6,0,2,0.04,0.03
28,10,69,2362,4.36,8,0,1,0.14,0.06
8,34,68,1688,4.69,6,0,1,0.05,0.03
8,11,24,1853,4.33,11,1,0,0.04,0.06
22,39,38,2627,3.92,8,0,2,0.1,0.11
31,22,49,1433,3.9,7,0,2,0.06,0.07
36,10,40,1480,3.86,8,0,0,0.14,0.04
37,33,20,1369,4.97,11,1,1,0.07,0.11
32,33,71,668,4.1,9,1,0,0.03,0.15
10,36,17,878,3.98,8,1,0,0.14,0.03
20,13,60,1732,4.13,4,1,1,0.08,0.18
38,33,66,2432,3.67,8,1,2,0.08,0.14
27,32,13,2425,3.79,11,1,0,0.06,0.11
28,38,45,693,4.26,9,1,1,0.13,0.09
17,11,28,763,4.7,4,1,2,0.05,0.09
22,30,33,1770,4.81,9,0,0,0.01,0.08
17,39,50,2153,4.8,6,0,0,0.08,0.04
21,35,58,1971,4.92,8,0,2,0.14,0.03
19,29,55,2515,3.69,10,0,0,0.05,0.08
22,25,45,2263,3.56,8,1,0,0.05,0.14
27,12,19,1020,3.66,5,0,1,0.11,0.07
34,26,16,1418,4.4,6,0,0,0.12,0.17
38,14,21,1800,4.33,11,0,0,0.07,0.09
8,35,57,1073,4.51,8,0,1,0.13,0.13
7,17,46,2037,4.06,8,0,1,0.03,0.1
11,21,45,1883,4.09,5,1,2,0.06,0.11
22,34,69,1880,4.32,11,0,2,0.07,0.07
11,32,17,2023,3.62,4,1,2,0.05,0.11
10,21,16,1395,4.7,6,1,1,0.04,0.04
26,36,52,1606,4.88,11,1,0,0.06,0.09
5,10,67,1016,4.08,11,0,0,0.01,0.1
71,3,250,9625,2.014007779738426,22,4,9,0.6644206928988573,0.5689349953305997
33,24,43,1395,4.32,6,0,0,0.11,0.09
25,26,31,964,3.85,6,0,1,0.07,0.14
30,11,30,2110,3.6,4,0,2,0.06,0.05
18,26,24,1112,3.87,4,1,2,0.07,0.02
13,29,14,1104,4.41,11,0,2,0.14,0.11
16,35,26,2154,3.56,7,0,1,0.09,0.11
10,18,28,1120,4.75,5,1,2,0.11,0.14
24,21,14,2683,4.96,11,1,1,0.04,0.08
28,13,32,2877,3.63,9,0,0,0.02,0.03
31,22,23,2942,3.87,5,1,1,0.02,0.15
12,13,19,655,4.51,10,1,1,0.08,0.19
5,16,40,743,4.71,6,1,2,0.11,0.09
28,23,22,949,4.02,7,0,0,0.12,0.13
11,36,31,2825,4.27,7,1,1,0.11,0.12
84,3,253,10036,1.440275509384438,17,3,6,0.6172813753124601,0.5469607505390801
26,32,48,905,4.08,11,0,1,0.02,0.18
39,10,19,1569,3.62,6,0,1,0.13,0.15
34,10,40,1248,4.99,4,0,2,0.1,0.16
33,29,52,1794,3.77,7,0,2,0.03,0.04
26,13,45,2079,3.57,5,1,2,0.11,0.05
15,10,44,2785,4.12,4,0,0,0.08,0.14
24,31,77,2535,3.68,8,0,2,0.06,0.12
33,19,64,1690,4.97,7,0,1,0.04,0.16
38,11,77,1899,4.07,6,1,1,0.07,0.04
5,36,56,2748,4.74,5,0,0,0.04,0.12
35,30,15,2779,3.76,10,1,0,0.02,0.11
34,33,37,1223,3.71,7,1,1,0.13,0.17
22,24,39,1941,4.47,6,1,2,0.09,0.05
21,12,36,1677,4.86,11,0,2,0.06,0.08
18,34,78,1224,3.67,11,0,1,0.07,0.05
27,32,48,586,4.38,5,0,0,0.13,0.1
29,18,44,553,3.63,7,1,1,0.05,0.18
19,26,53,2251,4.72,5,0,0,0.06,0.14
26,30,24,1565,4.86,8,0,2,0.12,0.15
7,37,41,1753,4.44,10,1,2,0.04,0.04
23,22,38,1241,4.53,11,0,1,0.1,0.1
38,12,72,2983,3.58,10,1,2,0.07,0.17
39,13,15,2372,3.61,10,0,1,0.08,0.17
5,13,36,2989,3.77,5,0,1,0.12,0.2
25,20,37,2714,3.91,10,1,0,0.15,0.11
33,37,14,2446,4.64,10,1,1,0.13,0.02
10,16,50,1986,4.15,6,0,1,0.03,0.18
5,35,65,572,3.62,7,0,2,0.04,0.19
5,20,63,1224,4.78,6,0,0,0.07,0.19
31,33,27,769,4.99,8,1,0,0.11,0.16
25,20,52,718,4.18,9,0,0,0.08,0.06
20,19,38,1046,4.27,4,0,2,0.14,0.05
30,14,19,1601,3.62,5,1,0,0.02,0.15
20,22,15,2855,4.07,6,0,2,0.05,0.05
32,38,13,2288,4.06,9,0,0,0.04,0.19
5,21,43,2468,4.95,7,0,1,0.11,0.1
14,19,42,2427,4.49,7,1,0,0.08,0.03
21,16,13,920,4.67,4,0,2,0.01,0.05
27,28,53,1759,3.69,7,1,2,0.12,0.07
11,28,40,2357,4.13,10,0,1,0.06,0.15
11,28,75,1084,3.79,8,1,1,0.05,0.15
19,21,67,2062,4.79,4,1,2,0.04,0.06
38,29,69,2585,3.73,8,1,0,0.14,0.14
8,31,11,2289,4.16,11,1,1,0.14,0.03
18,24,45,2973,3.58,5,1,1,0.02,0.04
18,14,79,2392,4.45,11,1,0,0.04,0.12
20,33,69,2981,4.22,8,0,2,0.1,0.15
11,39,32,704,4.25,5,1,1,0.1,0.18
36,23,56,1241,3.65,8,0,1,0.07,0.1
23,21,55,1704,4.27,4,0,2,0.09,0.04
6,38,53,2587,4.35,5,1,0,0.11,0.19
14,30,28,667,4.94,9,0,0,0.14,0.1
21,20,58,1141,3.55,8,0,1,0.11,0.11
16,37,67,1605,4.88,8,0,2,0.03,0.17
10,14,16,2323,4.22,11,1,0,0.11,0.13
26,25,50,601,3.82,7,0,2,0.02,0.07
36,39,24,588,4.5,11,0,1,0.08,0.12
24,35,62,2892,4.28,10,0,0,0.08,0.13
5,27,32,2446,3.84,8,1,2,0.12,0.18
10,21,74,1107,4.44,7,1,2,0.01,0.06
23,36,69,2706,4.21,8,0,1,0.13,0.12
22,36,19,2710,4.53,6,0,0,0.1,0.19
10,14,67,785,4.53,11,1,1,0.01,0.03
37,25,56,1364,4.21,7,0,1,0.03,0.06
27,21,24,554,4.09,4,0,0,0.02,0.08
27,32,18,1075,3.59,4,1,2,0.12,0.14
30,11,22,2580,4.24,5,0,2,0.03,0.17
17,39,32,1057,3.86,9,0,2,0.02,0.06
11,38,42,1230,3.58,11,0,0,0.03,0.06
19,15,18,1492,4.0,9,1,1,0.09,0.17
31,32,12,1300,3.63,11,1,2,0.08,0.05
30,30,34,695,4.37,4,1,2,0.04,0.07
37,34,45,947,4.26,5,1,0,0.14,0.15
19,39,29,2321,4.69,11,0,0,0.13,0.05
31,13,63,2114,3.9,4,1,1,0.05,0.17
9,39,28,591,4.06,7,1,1,0.08,0.11
6,39,69,1107,4.53,6,1,2,0.08,0.1
37,22,46,1751,4.99,5,0,2,0.12,0.04
20,19,12,785,4.86,6,0,0,0.07,0.14
27,26,28,601,4.28,8,1,1,0.09,0.18
20,23,62,639,4.52,11,0,2,0.07,0.14
18,33,55,1334,4.3,11,1,0,0.12,0.08
33,24,65,2178,4.15,8,0,1,0.09,0.15
30,17,79,2813,4.4,6,1,1,0.13,0.11
39,32,40,1034,4.08,7,0,1,0.02,0.17
19,33,62,515,3.92,6,1,0,0.14,0.1
7,27,43,1060,4.56,6,0,1,0.12,0.06
27,12,40,2883,4.81,6,0,0,0.12,0.04
33,34,69,1409,3.93,5,1,0,0.03,0.07
38,26,20,1913,4.56,10,1,0,0.05,0.12
37,33,15,2717,4.15,5,0,1,0.15,0.05
27,33,36,1412,3.95,10,0,2,0.14,0.03
11,16,16,618,4.43,6,1,2,0.04,0.1
7,22,58,2557,4.91,9,1,0,0.07,0.08
36,39,69,2977,4.03,7,0,0,0.03,0.1
35,36,42,1991,4.64,11,0,2,0.05,0.1
22,25,56,2596,3.97,8,1,1,0.04,0.16
11,14,53,2754,4.71,8,1,2,0.02,0.19
5,13,36,1013,4.64,11,0,2,0.09,0.07
18,35,31,2507,4.65,8,0,1,0.04,0.19
36,19,56,1733,5.0,11,0,0,0.15,0.06
10,22,57,1662,3.71,4,1,2,0.08,0.16
14,19,39,536,4.08,7,0,0,0.06,0.14
11,23,11,2765,4.45,5,1,1,0.14,0.03
30,35,24,1979,4.39,8,0,1,0.1,0.15
38,31,56,2035,4.67,5,0,1,0.03,0.18
34,21,36,2727,3.57,5,1,1,0.08,0.19
25,36,36,2040,4.56,5,1,1,0.07,0.14
21,10,22,629,4.61,9,1,0,0.12,0.16
37,38,64,2271,3.59,5,0,1,0.11,0.03
14,30,26,858,4.31,6,0,0,0.06,0.05
16,39,68,2122,3.87,5,1,1,0.08,0.07
20,29,19,2081,4.7,4,0,0,0.08,0.12
36,29,42,1677,3.57,5,1,1,0.07,0.09
19,16,46,1005,3.72,8,0,1,0.03,0.14
31,18,17,2032,3.66,5,0,0,0.14,0.1
32,17,42,1317,3.6,8,1,2,0.1,0.16
21,36,16,1293,4.4,5,1,1,0.08,0.15
6,22,43,1338,4.8,7,1,0,0.09,0.15
11,23,16,1122,4.27,6,0,0,0.04,0.17
86,2,190,11660,1.9254636780281729,18,5,6,0.5416380507048717,0.7108018423299531
19,17,64,2463,4.02,4,0,1,0.11,0.16
29,30,16,1805,4.04,5,0,2,0.08,0.03
27,31,27,2224,4.18,8,1,0,0.08,0.13
81,1,211,9171,1.172561001942656,19,5,8,0.7617593815289769,0.46981157903308196
30,25,49,928,4.51,10,0,2,0.12,0.15
37,38,62,2066,4.01,11,1,1,0.12,0.03
15,20,23,1824,4.49,11,0,0,0.12,0.2
14,25,30,2914,4.32,6,1,2,0.04,0.13
29,23,66,2352,3.57,9,1,0,0.1,0.05
28,12,55,2267,4.88,5,0,0,0.12,0.1
37,30,35,1568,3.77,6,0,2,0.09,0.17
21,11,33,2016,4.18,4,1,2,0.12,0.05
83,1,268,9900,1.4697911271593658,17,3,5,0.6383256585133061,0.6501239261722898
6,13,51,2599,3.87,4,1,0,0.03,0.02
36,31,52,1063,3.53,6,0,1,0.05,0.16
28,14,41,1476,4.24,7,1,1,0.09,0.06
13,19,15,1841,3.84,11,0,1,0.05,0.09
8,29,76,1933,4.37,7,1,1,0.14,0.12
21,38,16,2870,4.73,9,0,1,0.04,0.05
81,3,253,10737,1.925913010614963,20,4,7,0.4761576895854559,0.4860797295596264
34,21,43,2084,4.47,8,1,2,0.15,0.1
15,36,16,1753,4.5,11,0,1,0.04,0.06
25,14,67,1867,4.73,11,1,0,0.07,0.15
25,14,40,1894,4.53,11,0,0,0.05,0.18
22,36,54,1055,4.96,5,0,1,0.12,0.18
33,32,56,1770,4.18,9,1,0,0.05,0.1
28,10,49,718,3.58,4,0,0,0.03,0.08
14,13,39,1033,4.09,7,0,1,0.14,0.19
21,36,71,1995,4.76,11,0,2,0.05,0.03
22,30,26,1873,3.7,7,0,2,0.11,0.16
24,33,14,543,4.6,5,0,1,0.05,0.05
22,21,10,564,4.3,4,1,2,0.04,0.1
21,21,40,745,4.85,6,0,2,0.12,0.19
13,25,44,1486,4.6,9,0,1,0.02,0.12
18,33,39,2108,4.49,7,1,0,0.06,0.11
33,26,24,2224,4.83,8,0,2,0.12,0.03
35,30,65,2705,4.86,8,0,1,0.08,0.07
8,19,69,1998,4.08,6,1,0,0.11,0.02
22,26,36,1548,4.89,11,1,2,0.02,0.18
24,26,11,659,3.58,5,1,1,0.11,0.14
13,27,73,1504,4.64,5,0,2,0.03,0.04
17,11,14,2622,4.0,9,0,2,0.12,0.09
19,34,77,2685,4.23,7,1,1,0.09,0.17
31,13,22,2441,4.75,11,1,0,0.11,0.05
19,28,32,978,4.46,11,1,1,0.04,0.06
32,20,59,1826,4.19,9,0,0,0.07,0.12
23,26,46,886,3.75,7,1,1,0.12,0.05
30,21,39,971,4.91,7,0,1,0.14,0.09
30,11,32,808,4.0,11,1,2,0.04,0.2
29,15,43,1200,3.65,6,0,0,0.12,0.12
30,18,73,2421,4.35,6,1,0,0.03,0.15
30,14,64,2352,4.11,11,1,0,0.07,0.14
32,29,18,2517,4.39,7,1,2,0.14,0.06
22,38,13,1578,3.85,5,1,1,0.14,0.17
36,30,75,1285,4.07,4,0,2,0.05,0.04
7,18,42,1978,4.96,7,1,1,0.04,0.19
6,37,41,2852,4.9,5,1,1,0.03,0.06
37,38,53,601,4.8,5,1,1,0.08,0.19
23,32,46,1274,4.67,8,0,1,0.02,0.16
21,17,76,1731,3.73,9,1,1,0.06,0.05
37,29,69,1838,4.2,4,1,2,0.01,0.05
16,36,68,1071,4.59,7,1,0,0.05,0.04
7,17,45,647,3.89,10,0,1,0.14,0.06
30,31,58,2322,3.55,4,0,2,0.07,0.14
39,30,60,1096,4.13,7,0,2,0.02,0.11
12,38,17,1477,4.14,11,0,2,0.1,0.13
11,37,59,1570,3.6,10,0,2,0.14,0.03
20,32,50,654,3.98,9,0,2,0.07,0.03
28,15,47,729,4.88,4,1,1,0.1,0.14
5,12,64,657,3.88,4,0,0,0.14,0.17
29,14,77,1422,4.35,5,1,1,0.07,0.08
14,18,27,1674,4.23,10,1,1,0.1,0.05
20,16,74,2846,4.79,4,1,0,0.07,0.08
20,37,73,1746,4.48,4,0,1,0.14,0.09
12,13,21,1265,3.74,9,0,0,0.08,0.13
33,16,50,966,3.71,11,1,1,0.13,0.09
32,14,51,985,4.34,10,1,0,0.08,0.18
10,20,69,2075,3.57,11,1,2,0.1,0.09
20,38,59,943,4.09,7,0,0,0.06,0.05
24,24,45,2377,4.1,5,1,1,0.14,0.06
20,11,57,1404,3.79,4,1,1,0.1,0.1
96,1,186,8431,2.4930718821806304,21,3,5,0.7501560957011877,0.6138988633239869
18,31,34,1425,3.99,11,0,2,0.01,0.18
30,25,16,2477,3.52,5,0,1,0.1,0.05
30,16,17,791,4.71,6,0,2,0.03,0.02
18,17,40,1733,4.94,7,0,0,0.11,0.18
11,15,21,2334,3.93,11,0,0,0.06,0.06
37,33,66,1251,3.67,6,1,0,0.09,0.17
30,16,75,1734,4.93,5,1,2,0.03,0.12
24,27,21,1162,4.61,9,1,2,0.04,0.09
7,39,36,1919,4.84,9,0,0,0.07,0.05
8,31,55,2084,4.04,4,1,0,0.1,0.14
30,34,16,1419,4.23,11,0,0,0.03,0.17
15,37,70,1408,4.9,10,0,2,0.05,0.1
6,31,67,623,4.19,7,1,2,0.04,0.1
18,29,67,567,4.51,8,1,2,0.13,0.16
34,16,22,974,4.56,7,1,0,0.1,0.11
16,12,62,857,4.76,6,0,2,0.08,0.16
30,14,74,2266,4.96,10,1,1,0.14,0.03
37,10,58,1979,4.0,7,1,2,0.11,0.17
17,24,44,1869,3.87,4,1,2,0.14,0.07
18,35,26,2453,3.62,7,0,1,0.09,0.05
28,12,76,2406,4.78,8,0,2,0.03,0.03
38,17,19,1332,3.94,9,1,0,0.1,0.17
30,34,43,1853,3.57,10,0,1,0.04,0.03
25,18,13,2974,4.8,11,1,0,0.06,0.19
32,24,38,1508,4.26,6,0,1,0.08,0.12
65,4,275,10228,1.0161162771615666,18,4,5,0.48758735423271254,0.42692737639974876
13,11,55,1100,4.33,11,0,1,0.01,0.15
27,29,68,1974,3.97,5,0,2,0.06,0.07
19,14,70,986,3.69,10,1,2,0.13,0.17
17,28,77,2552,4.16,6,0,0,0.01,0.19
27,22,75,1131,3.54,8,1,1,0.03,0.09
21,20,43,2254,4.4,8,1,1,0.12,0.17
6,10,14,2078,4.14,9,1,2,0.05,0.16
24,31,18,1711,3.71,11,0,0,0.14,0.13
24,39,29,525,4.3,6,0,0,0.06,0.09
7,24,30,2709,4.7,9,1,2,0.12,0.09
16,35,26,2957,4.96,7,1,0,0.05,0.08
6,27,21,2163,4.29,8,0,0,0.02,0.1
18,25,76,1596,3.69,6,1,2,0.13,0.2
20,18,14,1756,4.72,6,1,0,0.14,0.09
23,10,69,1629,4.54,7,1,2,0.11,0.14
38,20,62,1400,4.93,9,1,0,0.12,0.08
10,18,61,508,4.3,10,0,2,0.01,0.1
17,32,57,549,4.04,6,1,1,0.12,0.04
26,20,28,2045,4.94,4,0,0,0.08,0.16
22,22,26,941,4.31,5,0,0,0.07,0.14
16,35,63,2301,3.52,8,0,0,0.09,0.08
34,11,77,2113,4.21,7,0,0,0.05,0.11
11,23,44,2583,3.5,7,1,0,0.11,0.18
36,15,50,2665,4.61,5,1,2,0.05,0.03
23,17,22,1201,4.35,4,1,0,0.09,0.19
60,1,233,10339,1.660139429926658,16,5,6,0.4854900959877056,0.5070778107198806
24,25,24,2328,4.72,5,0,1,0.1,0.17
31,30,72,2035,4.3,11,0,1,0.04,0.18
11,38,24,729,3.67,6,0,2,0.03,0.03
9,21,40,1059,3.74,10,1,1,0.01,0.16
15,20,37,1673,4.73,9,0,2,0.03,0.15
19,15,19,2378,4.03,7,0,0,0.04,0.03
7,12,66,2755,4.73,9,1,2,0.04,0.19
9,23,42,1584,3.6,9,0,1,0.06,0.13
27,37,16,1640,3.87,9,0,2,0.02,0.05
13,11,14,738,4.65,10,1,1,0.14,0.04
19,20,66,2595,4.46,9,0,2,0.03,0.12
7,31,49,1971,3.96,6,0,1,0.11,0.03
33,12,37,1991,4.9,10,0,0,0.08,0.05
10,27,45,1816,3.82,7,0,2,0.09,0.19
21,10,65,2545,4.77,9,0,0,0.02,0.15
30,39,56,1016,4.54,7,1,0,0.04,0.13
25,33,49,704,3.68,10,0,0,0.12,0.06
12,10,68,2637,4.33,9,0,1,0.07,0.06
25,21,52,1631,4.89,6,1,1,0.07,0.1
15,24,75,1713,4.43,5,1,0,0.09,0.16
12,14,18,2284,4.29,9,0,2,0.07,0.02
28,36,15,1882,4.05,8,1,1,0.12,0.03
39,15,74,2257,4.68,11,0,1,0.11,0.18
18,25,12,2179,4.87,8,0,0,0.05,0.17
18,36,46,506,4.63,5,1,1,0.12,0.15
14,21,42,2385,4.59,4,0,2,0.08,0.11
16,21,18,2869,3.79,10,1,1,0.1,0.05
38,12,62,2815,4.75,5,0,1,0.13,0.04
14,39,60,795,3.56,5,1,2,0.08,0.18
21,32,35,1910,4.64,5,1,2,0.12,0.09
21,11,25,763,3.82,8,0,1,0.1,0.15
7,16,49,2637,4.23,11,1,2,0.07,0.1
35,11,60,1352,4.54,7,0,1,0.12,0.15
5,30,48,1864,4.64,11,0,2,0.02,0.05
16,16,64,1852,4.83,4,0,0,0.09,0.11
8,20,45,900,3.92,10,0,1,0.02,0.09
17,20,74,856,3.84,4,1,0,0.03,0.06
38,23,54,1333,4.99,11,0,1,0.09,0.13
25,12,18,934,3.81,4,1,2,0.05,0.12
26,23,46,618,4.5,6,1,0,0.05,0.11
8,20,10,1522,4.93,9,0,1,0.14,0.13
22,13,75,2895,4.84,5,0,2,0.06,0.05
9,26,72,2036,4.16,7,0,2,0.09,0.09
23,25,52,1918,4.46,7,0,0,0.08,0.08
63,4,297,8342,2.0414798422960634,21,5,7,0.46996671153997227,0.5158242480521333
16,34,40,1029,4.02,8,1,0,0.1,0.03
21,19,78,802,3.72,6,1,1,0.08,0.07
14,30,17,2749,4.71,6,0,2,0.06,0.19
38,24,43,655,3.64,5,0,2,0.02,0.07
10,17,58,513,4.41,8,0,2,0.05,0.05
12,27,67,1388,4.39,9,1,1,0.13,0.16
15,12,56,1696,4.0,9,0,1,0.03,0.03
16,16,34,944,3.7,6,1,2,0.04,0.1
13,39,12,2669,4.7,9,0,1,0.04,0.17
6,19,54,2731,4.19,11,1,1,0.13,0.19
12,29,61,2343,4.59,7,0,2,0.11,0.06
15,18,43,548,3.52,5,0,2,0.13,0.07
14,23,78,680,3.61,9,1,1,0.14,0.12
25,32,17,1917,3.76,8,1,1,0.14,0.06
24,23,36,2688,3.67,7,1,0,0.08,0.05
12,20,72,1029,3.79,4,1,1,0.08,0.1
33,37,34,2175,4.53,5,1,0,0.13,0.03
16,10,67,1083,3.57,7,1,1,0.06,0.18
18,13,57,2277,3.56,6,1,0,0.01,0.08
25,35,10,1786,3.55,6,1,0,0.06,0.08
26,36,17,2690,4.55,5,1,2,0.11,0.16
25,15,30,1206,4.3,8,1,1,0.03,0.08
34,31,38,793,4.06,10,1,2,0.12,0.16
24,35,39,2061,4.51,6,0,2,0.12,0.05
28,31,12,2032,4.33,7,1,1,0.02,0.12
27,14,16,921,3.51,4,1,2,0.02,0.16
11,12,20,2094,4.76,8,1,2,0.04,0.1
13,11,41,2964,4.03,10,1,2,0.06,0.03
5,12,68,1160,4.1,5,1,2,0.08,0.15
30,18,21,2606,4.67,6,0,0,0.08,0.11
26,28,47,2805,3.78,8,0,1,0.13,0.08
14,28,33,2713,3.52,11,1,1,0.03,0.2
10,26,74,2458,4.86,4,1,2,0.11,0.18
21,27,27,2551,4.26,11,1,1,0.09,0.03
28,20,55,2550,4.02,11,1,0,0.11,0.13
14,21,65,2965,4.73,11,0,2,0.06,0.08
12,12,72,2909,3.54,8,1,2,0.08,0.03
25,27,16,868,3.8,8,0,2,0.01,0.02
10,33,75,1038,3.73,5,0,0,0.03,0.13
25,15,49,2893,4.61,10,0,1,0.06,0.08
28,16,63,1230,3.97,4,0,0,0.08,0.15
37,10,40,1396,4.66,11,1,1,0.02,0.1
22,15,61,1567,3.56,4,0,0,0.13,0.16
32,27,40,1063,4.41,8,1,0,0.14,0.17
36,22,43,2749,3.98,6,0,2,0.09,0.14
16,31,16,2868,3.78,8,1,2,0.02,0.1
31,28,25,963,4.73,7,1,2,0.11,0.2
14,16,31,1534,4.12,6,0,0,0.04,0.08
36,28,62,2880,4.36,5,0,0,0.11,0.11
30,18,26,514,3.55,11,0,1,0.07,0.11
29,12,13,1853,4.69,11,0,0,0.02,0.1
15,32,70,2777,3.93,4,1,1,0.05,0.04
27,21,61,510,4.54,9,0,2,0.07,0.08
38,29,44,2156,4.64,6,0,2,0.11,0.06
27,33,53,1747,3.68,5,1,0,0.03,0.18
33,39,24,2260,3.94,8,1,1,0.05,0.14
35,27,70,2160,4.59,5,1,1,0.02,0.07
11,17,53,2263,3.85,11,1,2,0.1,0.12
37,18,30,1041,4.77,7,1,0,0.08,0.17
25,22,56,2029,3.97,9,0,1,0.14,0.19
6,17,58,2242,4.1,5,0,1,0.11,0.03
